범죄별,검거단서별,2016 년,2017 년,2018 년,2019 년,2020 년
내란의죄,장물,0,0,0,0,0
내란의죄,전과조회,0,0,0,0,0
내란의죄,기타,10,13,14,5,19
음용수에관한죄,현행범,2,0,0,0,2
음용수에관한죄,피해자신고,1,3,1,3,7
음용수에관한죄,고소,12,8,14,9,11
음용수에관한죄,고발,2,2,0,0,2
음용수에관한죄,자수,0,0,0,0,0
음용수에관한죄,민간체포,0,0,0,0,0
음용수에관한죄,진정투서,2,0,1,0,0
음용수에관한죄,타인신고,0,1,0,0,0
음용수에관한죄,신문,0,0,0,0,0
음용수에관한죄,불심검문,0,0,0,0,0
음용수에관한죄,탐문정보,0,0,0,0,0
음용수에관한죄,안면식별,0,0,0,0,0
음용수에관한죄,감식자료,0,0,0,0,0
음용수에관한죄,변사체,0,0,0,0,0
음용수에관한죄,범죄수법,0,0,0,0,0
음용수에관한죄,발자국,0,0,0,0,0
음용수에관한죄,검사지휘,0,1,0,0,0
음용수에관한죄,타기관에서 이송,0,0,0,0,0
음용수에관한죄,범행도구등 발견,0,0,0,0,0
음용수에관한죄,장물,0,0,0,0,0
음용수에관한죄,전과조회,0,0,0,0,0
음용수에관한죄,기타,2,2,0,1,0
일수와수리에관한죄,현행범,0,0,0,0,1
일수와수리에관한죄,피해자신고,0,2,2,0,0
일수와수리에관한죄,고소,3,1,6,6,3
일수와수리에관한죄,고발,0,0,0,1,0
일수와수리에관한죄,자수,0,0,0,0,0
일수와수리에관한죄,민간체포,0,0,0,0,0
일수와수리에관한죄,진정투서,1,1,0,0,0
일수와수리에관한죄,타인신고,0,1,0,0,0
일수와수리에관한죄,신문,0,0,0,0,0
일수와수리에관한죄,불심검문,0,0,0,0,0
일수와수리에관한죄,탐문정보,0,0,0,0,0
일수와수리에관한죄,안면식별,0,0,0,0,0
일수와수리에관한죄,감식자료,0,0,0,0,0
일수와수리에관한죄,변사체,0,0,0,0,0
일수와수리에관한죄,범죄수법,0,0,0,0,0
일수와수리에관한죄,발자국,0,0,0,0,0
일수와수리에관한죄,검사지휘,0,0,0,0,0
일수와수리에관한죄,타기관에서 이송,0,0,0,0,0
일수와수리에관한죄,범행도구등 발견,0,0,0,0,0
일수와수리에관한죄,장물,0,0,0,0,0
일수와수리에관한죄,전과조회,0,0,0,0,0
일수와수리에관한죄,기타,0,0,1,0,1
기타,현행범,0,1,0,0,0
기타,피해자신고,1,1,0,1,3
기타,고소,14,14,13,15,12
기타,고발,8,5,8,6,8
기타,자수,0,0,2,1,0
기타,민간체포,0,0,0,0,0
기타,진정투서,0,1,2,1,2
기타,타인신고,4,3,2,1,3
기타,신문,0,0,0,0,0
기타,불심검문,0,0,0,0,0
기타,탐문정보,2,1,2,4,2
기타,안면식별,0,0,0,0,0
기타,감식자료,0,0,0,0,0
기타,변사체,0,0,1,0,1
기타,범죄수법,0,0,0,0,0
기타,발자국,0,0,0,0,0
기타,검사지휘,0,0,0,0,0
기타,타기관에서 이송,0,0,0,1,1
기타,범행도구등 발견,0,0,0,1,0
기타,장물,0,0,0,0,0
기타,전과조회,0,0,0,0,0
기타,기타,6,13,10,11,6
특별법범,현행범,23357,17468,16339,14708,11437
특별법범,피해자신고,211904,190710,170738,168720,160880
특별법범,고소,27046,23539,24547,25084,25546
특별법범,고발,55031,52568,52083,50663,43319
특별법범,자수,14512,13898,13720,11988,12153
특별법범,민간체포,45,29,23,31,20
특별법범,진정투서,13904,13596,14213,15322,15118
특별법범,타인신고,89644,88026,95043,98395,107796
특별법범,신문,3352,3645,2853,2256,2135
특별법범,불심검문,223858,175596,102014,78928,58620
특별법범,탐문정보,33099,34337,27072,25223,16590
특별법범,안면식별,24,10,10,11,11
특별법범,감식자료,72,55,36,254,44
특별법범,변사체,36,61,50,43,28
특별법범,범죄수법,75,61,76,55,103
특별법범,발자국,5,2,1,3,2
특별법범,검사지휘,751,559,724,712,758
특별법범,타기관에서 이송,2809,649,884,1095,906
특별법범,범행도구등 발견,66,72,46,56,49
특별법범,장물,5,12,2,1,0
특별법범,전과조회,28,28,25,39,22
특별법범,기타,202469,189139,187985,194920,176149
가정폭력범죄의처벌등에관한특례법,현행범,40,29,51,58,36
가정폭력범죄의처벌등에관한특례법,피해자신고,126,130,242,276,264
가정폭력범죄의처벌등에관한특례법,고소,18,18,31,30,59
가정폭력범죄의처벌등에관한특례법,고발,0,0,2,1,1
가정폭력범죄의처벌등에관한특례법,자수,0,0,0,0,1
가정폭력범죄의처벌등에관한특례법,민간체포,0,0,0,0,0
가정폭력범죄의처벌등에관한특례법,진정투서,2,0,0,1,4
가정폭력범죄의처벌등에관한특례법,타인신고,9,7,10,11,19
가정폭력범죄의처벌등에관한특례법,신문,0,0,0,0,0
가정폭력범죄의처벌등에관한특례법,불심검문,0,0,0,0,0
가정폭력범죄의처벌등에관한특례법,탐문정보,3,1,1,0,2
가정폭력범죄의처벌등에관한특례법,안면식별,0,0,0,0,0
가정폭력범죄의처벌등에관한특례법,감식자료,0,0,0,0,0
가정폭력범죄의처벌등에관한특례법,변사체,0,0,0,0,0
가정폭력범죄의처벌등에관한특례법,범죄수법,0,0,0,0,0
가정폭력범죄의처벌등에관한특례법,발자국,0,0,0,0,0
가정폭력범죄의처벌등에관한특례법,검사지휘,0,0,1,0,0
가정폭력범죄의처벌등에관한특례법,타기관에서 이송,0,0,0,0,0
가정폭력범죄의처벌등에관한특례법,범행도구등 발견,0,0,0,0,0
가정폭력범죄의처벌등에관한특례법,장물,0,0,0,0,0
가정폭력범죄의처벌등에관한특례법,전과조회,0,0,0,0,0
가정폭력범죄의처벌등에관한특례법,기타,9,7,18,11,11
가축분뇨의관리및이용에관한법률,현행범,24,21,21,19,33
가축분뇨의관리및이용에관한법률,피해자신고,0,3,2,3,5
가축분뇨의관리및이용에관한법률,고소,6,3,9,12,6
가축분뇨의관리및이용에관한법률,고발,577,496,534,602,590
가축분뇨의관리및이용에관한법률,자수,4,1,4,3,2
가축분뇨의관리및이용에관한법률,민간체포,0,0,0,0,0
가축분뇨의관리및이용에관한법률,진정투서,4,6,9,13,1
가축분뇨의관리및이용에관한법률,타인신고,65,44,37,20,36
가축분뇨의관리및이용에관한법률,신문,0,1,0,0,0
가축분뇨의관리및이용에관한법률,불심검문,0,1,0,0,1
가축분뇨의관리및이용에관한법률,탐문정보,10,15,9,6,3
가축분뇨의관리및이용에관한법률,안면식별,0,0,0,0,0
가축분뇨의관리및이용에관한법률,감식자료,0,0,0,0,0
가축분뇨의관리및이용에관한법률,변사체,0,0,0,0,0
가축분뇨의관리및이용에관한법률,범죄수법,0,0,0,0,0
가축분뇨의관리및이용에관한법률,발자국,0,0,0,0,0
가축분뇨의관리및이용에관한법률,검사지휘,2,1,1,0,0
가축분뇨의관리및이용에관한법률,타기관에서 이송,4,0,0,1,0
가축분뇨의관리및이용에관한법률,범행도구등 발견,0,0,0,0,0
가축분뇨의관리및이용에관한법률,장물,0,0,0,0,0
가축분뇨의관리및이용에관한법률,전과조회,0,0,0,0,0
가축분뇨의관리및이용에관한법률,기타,184,232,323,277,258
감염병의예방및관리에관한법률,현행범,2,0,3,1,18
감염병의예방및관리에관한법률,피해자신고,3,3,0,6,16
감염병의예방및관리에관한법률,고소,0,0,1,5,18
감염병의예방및관리에관한법률,고발,11,15,10,19,1775
감염병의예방및관리에관한법률,자수,0,0,0,0,1
감염병의예방및관리에관한법률,민간체포,0,0,0,0,0
감염병의예방및관리에관한법률,진정투서,0,0,1,1,60
감염병의예방및관리에관한법률,타인신고,53,55,58,122,279
감염병의예방및관리에관한법률,신문,1,0,0,0,0
감염병의예방및관리에관한법률,불심검문,2,6,3,9,6
감염병의예방및관리에관한법률,탐문정보,2,15,2,3,48
감염병의예방및관리에관한법률,안면식별,0,0,0,0,0
감염병의예방및관리에관한법률,감식자료,0,0,0,0,0
감염병의예방및관리에관한법률,변사체,0,0,0,0,0
감염병의예방및관리에관한법률,범죄수법,0,0,0,0,0
감염병의예방및관리에관한법률,발자국,0,0,0,0,0
감염병의예방및관리에관한법률,검사지휘,0,0,0,0,3
감염병의예방및관리에관한법률,타기관에서 이송,0,0,0,0,7
감염병의예방및관리에관한법률,범행도구등 발견,0,0,0,0,0
감염병의예방및관리에관한법률,장물,0,0,0,0,0
감염병의예방및관리에관한법률,전과조회,0,0,0,0,0
감염병의예방및관리에관한법률,기타,15,16,16,49,173
개발제한구역의지정및관리에관한특별조치법,현행범,3,0,0,10,23
개발제한구역의지정및관리에관한특별조치법,피해자신고,0,0,0,1,0
개발제한구역의지정및관리에관한특별조치법,고소,9,12,12,10,14
개발제한구역의지정및관리에관한특별조치법,고발,920,732,746,535,519
개발제한구역의지정및관리에관한특별조치법,자수,0,0,0,0,0
개발제한구역의지정및관리에관한특별조치법,민간체포,0,0,0,0,0
개발제한구역의지정및관리에관한특별조치법,진정투서,6,2,5,1,1
개발제한구역의지정및관리에관한특별조치법,타인신고,5,2,0,1,2
개발제한구역의지정및관리에관한특별조치법,신문,0,5,2,0,0
개발제한구역의지정및관리에관한특별조치법,불심검문,0,0,0,0,0
개발제한구역의지정및관리에관한특별조치법,탐문정보,28,52,20,12,7
개발제한구역의지정및관리에관한특별조치법,안면식별,0,0,0,0,0
개발제한구역의지정및관리에관한특별조치법,감식자료,0,0,0,0,0
개발제한구역의지정및관리에관한특별조치법,변사체,0,0,0,0,0
개발제한구역의지정및관리에관한특별조치법,범죄수법,0,0,0,0,0
개발제한구역의지정및관리에관한특별조치법,발자국,0,0,0,0,0
개발제한구역의지정및관리에관한특별조치법,검사지휘,3,0,1,0,0
개발제한구역의지정및관리에관한특별조치법,타기관에서 이송,0,0,0,0,0
개발제한구역의지정및관리에관한특별조치법,범행도구등 발견,0,0,0,0,0
개발제한구역의지정및관리에관한특별조치법,장물,0,0,0,0,0
개발제한구역의지정및관리에관한특별조치법,전과조회,0,0,0,0,0
개발제한구역의지정및관리에관한특별조치법,기타,152,149,76,92,93
개인정보보호법,현행범,0,0,0,1,0
개인정보보호법,피해자신고,17,29,19,38,69
개인정보보호법,고소,506,573,787,891,1112
개인정보보호법,고발,68,53,79,106,133
개인정보보호법,자수,0,1,0,1,0
개인정보보호법,민간체포,0,0,0,0,0
개인정보보호법,진정투서,108,115,141,142,174
개인정보보호법,타인신고,9,10,9,21,28
개인정보보호법,신문,0,0,0,1,0
개인정보보호법,불심검문,1,1,0,0,0
개인정보보호법,탐문정보,88,63,42,50,31
개인정보보호법,안면식별,0,0,0,0,0
개인정보보호법,감식자료,0,0,0,0,0
개인정보보호법,변사체,0,0,0,0,0
개인정보보호법,범죄수법,0,0,0,0,0
개인정보보호법,발자국,0,0,0,0,0
개인정보보호법,검사지휘,6,3,11,19,16
개인정보보호법,타기관에서 이송,0,2,2,4,7
개인정보보호법,범행도구등 발견,0,0,0,0,0
개인정보보호법,장물,0,0,0,0,0
개인정보보호법,전과조회,0,0,0,0,0
개인정보보호법,기타,109,133,139,166,140
건강기능식품에관한법률,현행범,8,0,5,1,0
건강기능식품에관한법률,피해자신고,1,2,0,1,1
건강기능식품에관한법률,고소,5,4,4,3,2
건강기능식품에관한법률,고발,207,154,235,211,159
건강기능식품에관한법률,자수,0,0,0,0,0
건강기능식품에관한법률,민간체포,0,0,0,0,0
건강기능식품에관한법률,진정투서,16,12,8,3,4
건강기능식품에관한법률,타인신고,23,22,9,4,8
건강기능식품에관한법률,신문,0,1,1,0,1
건강기능식품에관한법률,불심검문,1,1,0,0,0
건강기능식품에관한법률,탐문정보,142,137,9,1,1
건강기능식품에관한법률,안면식별,0,0,0,0,0
건강기능식품에관한법률,감식자료,0,0,0,0,0
건강기능식품에관한법률,변사체,0,0,0,0,0
건강기능식품에관한법률,범죄수법,0,0,0,0,0
건강기능식품에관한법률,발자국,0,0,0,0,0
건강기능식품에관한법률,검사지휘,2,1,3,0,0
건강기능식품에관한법률,타기관에서 이송,3,4,1,0,0
건강기능식품에관한법률,범행도구등 발견,0,0,0,0,0
건강기능식품에관한법률,장물,0,0,0,0,0
건강기능식품에관한법률,전과조회,0,0,0,0,0
건강기능식품에관한법률,기타,157,139,96,77,62
건설기계관리법,현행범,1,3,3,0,2
건설기계관리법,피해자신고,20,19,23,26,19
건설기계관리법,고소,2,10,4,9,7
건설기계관리법,고발,274,254,207,176,126
건설기계관리법,자수,1,0,0,2,3
건설기계관리법,민간체포,0,0,0,0,0
건설기계관리법,진정투서,16,15,25,11,20
건설기계관리법,타인신고,85,108,111,119,94
건설기계관리법,신문,0,0,1,0,0
건설기계관리법,불심검문,22,22,23,15,7
건설기계관리법,탐문정보,8,30,13,89,3
건설기계관리법,안면식별,0,0,0,0,0
건설기계관리법,감식자료,0,0,0,0,0
건설기계관리법,변사체,0,0,0,0,0
건설기계관리법,범죄수법,0,0,0,0,0
건설기계관리법,발자국,0,0,0,0,0
건설기계관리법,검사지휘,4,5,1,1,2
건설기계관리법,타기관에서 이송,4,7,2,1,1
건설기계관리법,범행도구등 발견,0,0,0,0,0
건설기계관리법,장물,0,0,0,0,0
건설기계관리법,전과조회,0,0,0,0,0
건설기계관리법,기타,45,77,280,619,33
건설산업기본법,현행범,0,0,0,0,0
건설산업기본법,피해자신고,1,4,1,3,2
건설산업기본법,고소,83,81,109,131,130
건설산업기본법,고발,241,290,288,344,314
건설산업기본법,자수,0,2,1,3,1
건설산업기본법,민간체포,0,0,0,0,0
건설산업기본법,진정투서,33,87,46,40,50
건설산업기본법,타인신고,5,7,6,9,6
건설산업기본법,신문,0,0,2,1,0
건설산업기본법,불심검문,0,0,0,1,0
건설산업기본법,탐문정보,549,1366,759,129,20
건설산업기본법,안면식별,0,0,0,0,0
건설산업기본법,감식자료,0,1,0,0,0
건설산업기본법,변사체,0,0,0,0,0
건설산업기본법,범죄수법,0,3,0,0,0
건설산업기본법,발자국,0,1,0,0,0
건설산업기본법,검사지휘,3,3,7,5,7
건설산업기본법,타기관에서 이송,2,6,4,4,3
건설산업기본법,범행도구등 발견,0,0,0,0,0
건설산업기본법,장물,0,0,0,0,0
건설산업기본법,전과조회,0,0,0,0,0
건설산업기본법,기타,995,1956,700,183,102
건축법,현행범,1,0,0,0,0
건축법,피해자신고,3,6,6,2,2
건축법,고소,68,69,56,69,64
건축법,고발,3468,3693,3572,3690,3004
건축법,자수,1,1,1,1,1
건축법,민간체포,0,0,0,0,0
건축법,진정투서,13,10,13,13,8
건축법,타인신고,6,10,8,9,17
건축법,신문,0,0,0,0,0
건축법,불심검문,5,1,10,5,3
건축법,탐문정보,138,338,79,11,7
건축법,안면식별,0,0,0,0,0
건축법,감식자료,0,0,0,0,0
건축법,변사체,0,0,0,0,0
건축법,범죄수법,0,0,0,0,0
건축법,발자국,0,0,0,0,0
건축법,검사지휘,5,1,5,5,4
건축법,타기관에서 이송,0,1,0,1,3
건축법,범행도구등 발견,0,0,0,0,0
건축법,장물,0,0,0,0,0
건축법,전과조회,0,0,0,0,0
건축법,기타,248,233,210,64,72
게임산업진흥에관한법률,현행범,242,144,141,93,85
게임산업진흥에관한법률,피해자신고,92,98,68,71,60
게임산업진흥에관한법률,고소,48,58,39,50,47
게임산업진흥에관한법률,고발,87,74,36,66,89
게임산업진흥에관한법률,자수,6,6,6,6,4
게임산업진흥에관한법률,민간체포,0,0,0,0,0
게임산업진흥에관한법률,진정투서,62,89,80,85,101
게임산업진흥에관한법률,타인신고,3026,2582,2257,2043,1701
게임산업진흥에관한법률,신문,6,6,1,1,3
게임산업진흥에관한법률,불심검문,436,478,191,153,147
게임산업진흥에관한법률,탐문정보,1043,1098,637,583,519
게임산업진흥에관한법률,안면식별,0,0,0,0,0
게임산업진흥에관한법률,감식자료,2,1,0,0,0
게임산업진흥에관한법률,변사체,0,0,0,0,0
게임산업진흥에관한법률,범죄수법,0,0,2,0,0
게임산업진흥에관한법률,발자국,0,0,0,0,0
게임산업진흥에관한법률,검사지휘,2,3,3,2,6
게임산업진흥에관한법률,타기관에서 이송,3,3,7,9,15
게임산업진흥에관한법률,범행도구등 발견,7,3,2,1,2
게임산업진흥에관한법률,장물,0,0,0,0,0
게임산업진흥에관한법률,전과조회,0,0,1,0,0
게임산업진흥에관한법률,기타,2840,2502,1513,1231,1067
결혼중개업의관리에관한법률,현행범,0,0,0,0,0
결혼중개업의관리에관한법률,피해자신고,10,2,2,0,0
결혼중개업의관리에관한법률,고소,26,24,24,31,23
결혼중개업의관리에관한법률,고발,10,12,19,19,17
결혼중개업의관리에관한법률,자수,0,0,0,0,0
결혼중개업의관리에관한법률,민간체포,0,0,0,0,0
결혼중개업의관리에관한법률,진정투서,5,2,9,8,5
결혼중개업의관리에관한법률,타인신고,1,3,4,3,0
결혼중개업의관리에관한법률,신문,0,0,0,0,0
결혼중개업의관리에관한법률,불심검문,0,0,0,0,0
결혼중개업의관리에관한법률,탐문정보,7,6,10,4,2
결혼중개업의관리에관한법률,안면식별,0,0,0,0,0
결혼중개업의관리에관한법률,감식자료,0,0,0,0,0
결혼중개업의관리에관한법률,변사체,0,0,0,0,0
결혼중개업의관리에관한법률,범죄수법,0,0,0,0,0
결혼중개업의관리에관한법률,발자국,0,0,0,0,0
결혼중개업의관리에관한법률,검사지휘,0,0,1,0,0
결혼중개업의관리에관한법률,타기관에서 이송,0,1,4,1,3
결혼중개업의관리에관한법률,범행도구등 발견,0,0,0,0,0
결혼중개업의관리에관한법률,장물,0,0,0,0,0
결혼중개업의관리에관한법률,전과조회,0,0,0,0,0
결혼중개업의관리에관한법률,기타,33,18,29,13,27
경범죄처벌법,현행범,5177,4447,4099,4086,3239
경범죄처벌법,피해자신고,585,562,743,1024,1252
경범죄처벌법,고소,60,44,86,137,171
경범죄처벌법,고발,249,178,97,138,113
경범죄처벌법,자수,4,5,10,10,8
경범죄처벌법,민간체포,0,0,0,0,2
경범죄처벌법,진정투서,92,74,89,97,99
경범죄처벌법,타인신고,188,197,282,446,539
경범죄처벌법,신문,5,1,3,3,3
경범죄처벌법,불심검문,16,24,14,11,21
경범죄처벌법,탐문정보,82,38,56,53,70
경범죄처벌법,안면식별,0,0,0,1,0
경범죄처벌법,감식자료,0,1,0,4,1
경범죄처벌법,변사체,0,0,0,0,0
경범죄처벌법,범죄수법,2,0,0,1,0
경범죄처벌법,발자국,0,0,0,0,0
경범죄처벌법,검사지휘,4,1,4,3,5
경범죄처벌법,타기관에서 이송,9,17,31,23,19
경범죄처벌법,범행도구등 발견,1,2,0,0,0
경범죄처벌법,장물,0,0,0,0,0
경범죄처벌법,전과조회,1,0,0,0,0
경범죄처벌법,기타,631,620,719,856,1048
고용보험법,현행범,0,0,1,8,4
고용보험법,피해자신고,6,12,11,6,29
고용보험법,고소,6,1,5,1,6
고용보험법,고발,324,188,54,53,36
고용보험법,자수,0,0,24,26,42
고용보험법,민간체포,0,0,0,0,0
고용보험법,진정투서,148,219,77,13,12
고용보험법,타인신고,13,81,117,117,234
고용보험법,신문,3,0,1,16,24
고용보험법,불심검문,0,0,1,0,0
고용보험법,탐문정보,763,1037,353,53,20
고용보험법,안면식별,0,0,0,0,0
고용보험법,감식자료,0,0,0,0,0
고용보험법,변사체,0,0,0,0,0
고용보험법,범죄수법,0,0,0,0,7
고용보험법,발자국,0,0,0,0,0
고용보험법,검사지휘,3,4,1,0,3
고용보험법,타기관에서 이송,11,7,7,7,8
고용보험법,범행도구등 발견,0,0,0,0,0
고용보험법,장물,0,0,0,0,0
고용보험법,전과조회,0,0,0,0,0
고용보험법,기타,677,711,1343,2448,2169
공유수면관리및매립에관한법률,현행범,0,1,0,0,1
공유수면관리및매립에관한법률,피해자신고,0,1,1,1,1
공유수면관리및매립에관한법률,고소,2,3,2,1,5
공유수면관리및매립에관한법률,고발,208,129,2255,412,2382
공유수면관리및매립에관한법률,자수,0,1,1,0,0
공유수면관리및매립에관한법률,민간체포,1,0,0,0,0
공유수면관리및매립에관한법률,진정투서,2,1,1,3,1
공유수면관리및매립에관한법률,타인신고,976,260,65,997,1085
공유수면관리및매립에관한법률,신문,0,0,0,0,0
공유수면관리및매립에관한법률,불심검문,96,166,13,17,1389
공유수면관리및매립에관한법률,탐문정보,670,274,275,2929,896
공유수면관리및매립에관한법률,안면식별,0,1,0,0,0
공유수면관리및매립에관한법률,감식자료,0,0,0,0,0
공유수면관리및매립에관한법률,변사체,0,0,0,0,0
공유수면관리및매립에관한법률,범죄수법,0,0,0,0,0
공유수면관리및매립에관한법률,발자국,0,0,0,0,0
공유수면관리및매립에관한법률,검사지휘,0,0,0,0,2
공유수면관리및매립에관한법률,타기관에서 이송,2048,0,0,0,1
공유수면관리및매립에관한법률,범행도구등 발견,0,0,0,0,0
공유수면관리및매립에관한법률,장물,0,0,0,0,0
공유수면관리및매립에관한법률,전과조회,0,0,0,0,0
공유수면관리및매립에관한법률,기타,1337,240,1566,1678,3235
공유재산및물품관리법,현행범,0,0,0,0,0
공유재산및물품관리법,피해자신고,1,3,0,0,1
공유재산및물품관리법,고소,3,3,4,10,5
공유재산및물품관리법,고발,60,153,40,59,73
공유재산및물품관리법,자수,0,0,0,0,0
공유재산및물품관리법,민간체포,0,0,0,0,0
공유재산및물품관리법,진정투서,5,1,1,1,6
공유재산및물품관리법,타인신고,0,152,2,1,3
공유재산및물품관리법,신문,0,0,0,0,0
공유재산및물품관리법,불심검문,0,1,0,2,4
공유재산및물품관리법,탐문정보,1029,19,3,1,4
공유재산및물품관리법,안면식별,0,0,0,0,0
공유재산및물품관리법,감식자료,0,0,0,0,0
공유재산및물품관리법,변사체,0,0,0,0,0
공유재산및물품관리법,범죄수법,0,0,0,0,0
공유재산및물품관리법,발자국,0,0,0,0,0
공유재산및물품관리법,검사지휘,0,0,0,0,0
공유재산및물품관리법,타기관에서 이송,0,1,0,0,0
공유재산및물품관리법,범행도구등 발견,0,0,0,0,0
공유재산및물품관리법,장물,0,0,0,0,0
공유재산및물품관리법,전과조회,0,0,0,0,0
공유재산및물품관리법,기타,12,14,5,1488,11
공인중개사법,현행범,0,0,0,1,0
공인중개사법,피해자신고,4,0,5,4,10
공인중개사법,고소,208,174,182,165,197
공인중개사법,고발,475,456,640,384,360
공인중개사법,자수,0,0,1,0,0
공인중개사법,민간체포,0,0,0,0,0
공인중개사법,진정투서,122,113,154,95,98
공인중개사법,타인신고,16,18,22,11,26
공인중개사법,신문,0,0,0,2,3
공인중개사법,불심검문,1,0,0,0,0
공인중개사법,탐문정보,6,8,8,20,23
공인중개사법,안면식별,0,0,0,0,0
공인중개사법,감식자료,0,1,0,0,0
공인중개사법,변사체,0,0,0,0,0
공인중개사법,범죄수법,0,0,0,0,0
공인중개사법,발자국,0,0,0,0,0
공인중개사법,검사지휘,3,1,2,3,3
공인중개사법,타기관에서 이송,4,6,14,7,4
공인중개사법,범행도구등 발견,0,0,0,0,0
공인중개사법,장물,0,0,0,0,0
공인중개사법,전과조회,0,0,0,0,0
공인중개사법,기타,117,99,112,128,137
공중위생관리법,현행범,34,34,63,37,40
공중위생관리법,피해자신고,69,48,8,10,11
공중위생관리법,고소,10,10,14,17,22
공중위생관리법,고발,328,284,504,541,593
공중위생관리법,자수,1,0,0,0,1
공중위생관리법,민간체포,1,0,0,0,0
공중위생관리법,진정투서,11,16,22,57,31
공중위생관리법,타인신고,127,130,177,288,236
공중위생관리법,신문,0,2,4,0,0
공중위생관리법,불심검문,195,10,8,8,47
공중위생관리법,탐문정보,70,60,67,219,126
공중위생관리법,안면식별,0,0,0,0,0
공중위생관리법,감식자료,0,0,0,0,0
공중위생관리법,변사체,0,0,0,0,0
공중위생관리법,범죄수법,0,0,0,0,0
공중위생관리법,발자국,0,0,0,0,0
공중위생관리법,검사지휘,0,0,0,2,0
공중위생관리법,타기관에서 이송,0,0,2,3,2
공중위생관리법,범행도구등 발견,0,0,0,0,0
공중위생관리법,장물,0,0,0,0,0
공중위생관리법,전과조회,0,0,0,0,0
공중위생관리법,기타,854,937,780,705,1034
공직선거및선거부정방지법,현행범,23,0,0,0,0
공직선거및선거부정방지법,피해자신고,20,0,0,0,0
공직선거및선거부정방지법,고소,96,0,0,0,0
공직선거및선거부정방지법,고발,394,0,0,0,0
공직선거및선거부정방지법,자수,0,0,0,0,0
공직선거및선거부정방지법,민간체포,0,0,0,0,0
공직선거및선거부정방지법,진정투서,19,0,0,0,0
공직선거및선거부정방지법,타인신고,52,0,0,0,0
공직선거및선거부정방지법,신문,2,0,0,0,0
공직선거및선거부정방지법,불심검문,4,0,0,0,0
공직선거및선거부정방지법,탐문정보,231,0,0,0,0
공직선거및선거부정방지법,안면식별,0,0,0,0,0
공직선거및선거부정방지법,감식자료,0,0,0,0,0
공직선거및선거부정방지법,변사체,0,0,0,0,0
공직선거및선거부정방지법,범죄수법,10,0,0,0,0
공직선거및선거부정방지법,발자국,0,0,0,0,0
공직선거및선거부정방지법,검사지휘,14,0,0,0,0
공직선거및선거부정방지법,타기관에서 이송,7,0,0,0,0
공직선거및선거부정방지법,범행도구등 발견,1,0,0,0,0
공직선거및선거부정방지법,장물,0,0,0,0,0
공직선거및선거부정방지법,전과조회,0,0,0,0,0
공직선거및선거부정방지법,기타,555,0,0,0,0
공직선거법,현행범,0,54,31,2,40
공직선거법,피해자신고,0,22,46,0,31
공직선거법,고소,0,20,260,1,67
공직선거법,고발,0,142,770,26,339
공직선거법,자수,0,1,6,0,1
공직선거법,민간체포,0,0,0,0,0
공직선거법,진정투서,0,39,60,1,31
공직선거법,타인신고,0,136,133,1,81
공직선거법,신문,0,3,0,1,1
공직선거법,불심검문,0,4,5,0,1
공직선거법,탐문정보,0,80,250,1,98
공직선거법,안면식별,0,0,1,0,0
공직선거법,감식자료,0,0,0,0,0
공직선거법,변사체,0,0,0,0,0
공직선거법,범죄수법,0,0,0,0,0
공직선거법,발자국,0,0,0,0,0
공직선거법,검사지휘,0,3,32,0,11
공직선거법,타기관에서 이송,0,13,10,0,11
공직선거법,범행도구등 발견,0,0,1,0,0
공직선거법,장물,0,0,0,0,0
공직선거법,전과조회,0,0,0,0,0
공직선거법,기타,0,272,369,56,460
관세법,현행범,4,5,2,14,4
관세법,피해자신고,0,3,2,1,1
관세법,고소,0,0,2,0,3
관세법,고발,7,13,22,29,54
관세법,자수,0,0,0,0,0
관세법,민간체포,0,0,0,0,0
관세법,진정투서,1,1,0,0,0
관세법,타인신고,20,10,5,15,3
관세법,신문,1,6,0,5,0
관세법,불심검문,0,1,1,1,0
관세법,탐문정보,19,14,3,18,9
관세법,안면식별,0,0,0,0,0
관세법,감식자료,0,0,0,0,0
관세법,변사체,0,0,0,0,0
관세법,범죄수법,0,0,0,0,0
관세법,발자국,0,0,0,0,0
관세법,검사지휘,1,1,0,1,0
관세법,타기관에서 이송,0,0,0,0,1
관세법,범행도구등 발견,0,0,0,0,0
관세법,장물,0,0,0,0,0
관세법,전과조회,0,0,0,0,0
관세법,기타,629,973,708,764,509
교통사고처리특례법,현행범,771,704,736,654,545
교통사고처리특례법,피해자신고,116883,115883,113032,118349,110690
교통사고처리특례법,고소,41,46,67,48,68
교통사고처리특례법,고발,35,4,19,12,11
교통사고처리특례법,자수,9751,9531,9498,8745,6846
교통사고처리특례법,민간체포,2,1,1,2,0
교통사고처리특례법,진정투서,8,5,14,13,11
교통사고처리특례법,타인신고,27065,25187,27436,29307,25525
교통사고처리특례법,신문,1,3,1,25,11
교통사고처리특례법,불심검문,2264,2227,1320,1070,764
교통사고처리특례법,탐문정보,198,197,196,230,193
교통사고처리특례법,안면식별,3,0,0,2,2
교통사고처리특례법,감식자료,11,7,1,2,4
교통사고처리특례법,변사체,3,6,7,9,3
교통사고처리특례법,범죄수법,1,0,1,1,2
교통사고처리특례법,발자국,1,0,0,0,1
교통사고처리특례법,검사지휘,6,4,18,5,10
교통사고처리특례법,타기관에서 이송,33,15,42,41,26
